Fornavn;Efternavn;Parti;Parti med periode;Medlem from;Medlem til
Birgit;Busk;Fremskridtspartiet;Fremskridtspartiet (04-12-1973 - 01-10-1974);1973-12-04 00:00:00.000;1974-02-21 00:00:00.000
Birgit;Busk;De uafhængige;De uafhængige (01-10-1974 - 09-01-1975);1974-10-01 00:00:00.000;1975-01-09 00:00:00.000
Birgit;Fjelde;Centrum-demokraterne;Centrum-demokraterne (04-12-1973 - 01-10-1974);1973-12-04 00:00:00.000;1974-10-01 00:00:00.000
Birgit;Fjelde;Centrum-demokraterne;Centrum-demokraterne (01-10-1974 - 09-01-1975);1974-10-01 00:00:00.000;1975-01-09 00:00:00.000
Birgit;Fogh-Andersen;Det Konservative Folkeparti;Det Konservative Folkeparti (03-10-1978 - 02-10-1979);1978-10-03 00:00:00.000;1979-10-02 00:00:00.000
Birgit;Fogh-Andersen;Det Konservative Folkeparti;Det Konservative Folkeparti (10-01-1984 - 02-10-1984);1984-01-10 00:00:00.000;1984-10-02 00:00:00.000
Birgit;Fogh-Andersen;Det Konservative Folkeparti;Det Konservative Folkeparti (02-10-1984 - 01-10-1985);1984-10-02 00:00:00.000;1985-10-01 00:00:00.000
Birgit;Fogh-Andersen;Det Konservative Folkeparti;Det Konservative Folkeparti (01-10-1985 - 07-10-1986);1985-10-01 00:00:00.000;1986-10-07 00:00:00.000
Birgit;Fogh-Andersen;Det Konservative Folkeparti;Det Konservative Folkeparti (07-10-1986 - 08-09-1987);1986-10-07 00:00:00.000;1987-09-08 00:00:00.000
Birgit;Thye-Petersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (04-10-1994 - 03-10-1995);1994-10-04 00:00:00.000;1995-10-03 00:00:00.000
Birgit;Thye-Petersen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (07-10-1997 - 11-03-1998);1997-10-07 00:00:00.000;1998-03-11 00:00:00.000
Birgith;Mogensen;Centrum-demokraterne;Centrum-demokraterne (03-10-1978 - 02-10-1979);1978-10-03 00:00:00.000;1979-10-02 00:00:00.000
Birgith;Mogensen;Centrum-demokraterne;Centrum-demokraterne (02-10-1979 - 23-10-1979);1979-10-02 00:00:00.000;1979-10-23 00:00:00.000
Birgith;Mogensen;Centrum-demokraterne;Centrum-demokraterne (23-10-1979 - 07-10-1980);1979-10-23 00:00:00.000;1980-10-07 00:00:00.000
Birgith;Mogensen;Centrum-demokraterne;Centrum-demokraterne (07-10-1980 - 06-10-1981);1980-10-07 00:00:00.000;1981-10-06 00:00:00.000
Birgith;Mogensen;Centrum-demokraterne;Centrum-demokraterne (06-10-1981 - 08-12-1981);1981-10-06 00:00:00.000;1981-12-08 00:00:00.000
Birgith;Mogensen;Centrum-demokraterne;Centrum-demokraterne (08-12-1981 - 05-10-1982);1981-12-08 00:00:00.000;1982-10-05 00:00:00.000
Birgith;Mogensen;Centrum-demokraterne;Centrum-demokraterne (05-10-1982 - 04-10-1983);1982-10-05 00:00:00.000;1983-10-04 00:00:00.000
Birgith;Mogensen;Centrum-demokraterne;Centrum-demokraterne (04-10-1983 - 10-01-1984);1983-10-04 00:00:00.000;1984-01-10 00:00:00.000
Birgith;Mogensen;Centrum-demokraterne;Centrum-demokraterne (10-01-1984 - 02-10-1984);1984-01-10 00:00:00.000;1984-10-02 00:00:00.000
Birgith;Mogensen;Centrum-demokraterne;Centrum-demokraterne (02-10-1984 - 01-10-1985);1984-10-02 00:00:00.000;1985-10-01 00:00:00.000
Birgith;Mogensen;Centrum-demokraterne;Centrum-demokraterne (01-10-1985 - 07-10-1986);1985-10-01 00:00:00.000;1986-10-07 00:00:00.000
Birgith;Mogensen;Centrum-demokraterne;Centrum-demokraterne (07-10-1986 - 08-09-1987);1986-10-07 00:00:00.000;1987-09-08 00:00:00.000
Birgith;Mogensen;Centrum-demokraterne;Centrum-demokraterne (08-09-1987 - 06-10-1987);1987-09-08 00:00:00.000;1987-10-06 00:00:00.000
Birgith;Mogensen;Centrum-demokraterne;Centrum-demokraterne (06-10-1987 - 10-05-1988);1987-10-06 00:00:00.000;1988-05-10 00:00:00.000
Birgitte;Bergman;Det Konservative Folkeparti;Det Konservative Folkeparti (05-06-2019 - 01-10-2019);2019-06-05 00:00:00.000;2019-10-01 12:00:00.000
Birgitte;Bergman;Det Konservative Folkeparti;Det Konservative Folkeparti (01-10-2019 - 06-10-2020);2019-10-01 00:00:00.000;2020-10-06 12:00:00.000
Birgitte;Bergman;Det Konservative Folkeparti;Det Konservative Folkeparti (06-10-2020 - 05-10-2021);2020-10-06 00:00:00.000;2021-10-05 12:00:00.000
Birgitte;Bergman;Det Konservative Folkeparti;Det Konservative Folkeparti (05-10-2021 - 04-10-2022);2021-10-05 00:00:00.000;2022-10-04 12:00:00.000
Birgitte;Husmark;Socialistisk Folkeparti;Socialistisk Folkeparti (02-10-1984 - 01-10-1985);1984-10-02 00:00:00.000;1985-10-01 00:00:00.000
Birgitte;Husmark;Socialistisk Folkeparti;Socialistisk Folkeparti (08-09-1987 - 06-10-1987);1987-09-08 00:00:00.000;1987-10-06 00:00:00.000
Birgitte;Husmark;Socialistisk Folkeparti;Socialistisk Folkeparti (06-10-1987 - 10-05-1988);1987-10-06 00:00:00.000;1988-05-10 00:00:00.000
Birgitte;Husmark;Socialistisk Folkeparti;Socialistisk Folkeparti (10-05-1988 - 04-10-1988);1988-05-10 00:00:00.000;1988-10-04 00:00:00.000
Birgitte;Husmark;Socialistisk Folkeparti;Socialistisk Folkeparti (04-10-1988 - 03-10-1989);1988-10-04 00:00:00.000;1989-10-03 00:00:00.000
Birgitte;Husmark;Socialistisk Folkeparti;Socialistisk Folkeparti (03-10-1989 - 02-10-1990);1989-10-03 00:00:00.000;1990-10-02 00:00:00.000
Birgitte;Husmark;Socialistisk Folkeparti;Socialistisk Folkeparti (02-10-1990 - 12-12-1990);1990-10-02 00:00:00.000;1990-12-12 00:00:00.000
Birgitte;Husmark;Socialistisk Folkeparti;Socialistisk Folkeparti (12-12-1990 - 01-10-1991);1990-12-12 00:00:00.000;1991-10-01 00:00:00.000
Birgitte;Husmark;Socialistisk Folkeparti;Socialistisk Folkeparti (01-10-1991 - 06-10-1992);1991-10-01 00:00:00.000;1992-10-06 00:00:00.000
Birgitte;Husmark;Socialistisk Folkeparti;Socialistisk Folkeparti (06-10-1992 - 05-10-1993);1992-10-06 00:00:00.000;1993-10-05 00:00:00.000
Birgitte;Husmark;Socialistisk Folkeparti;Socialistisk Folkeparti (05-10-1993 - 21-09-1994);1993-10-05 00:00:00.000;1994-09-21 00:00:00.000
Birgitte;Husmark;Socialistisk Folkeparti;Socialistisk Folkeparti (01-10-1996 - 07-10-1997);1996-10-01 12:00:00.000;1997-10-07 12:00:00.000
Birgitte;Josefsen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (07-10-2003 - 05-10-2004);2003-10-07 00:00:00.000;2004-10-05 00:00:00.000
Birgitte;Josefsen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (05-10-2004 - 08-02-2005);2004-10-19 00:00:00.000;2004-11-12 00:00:00.000
Birgitte;Josefsen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (08-02-2005 - 04-10-2005);2005-02-08 00:00:00.000;2005-10-04 00:00:00.000
Birgitte;Josefsen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (04-10-2005 - 03-10-2006);2005-10-04 00:00:00.000;2006-10-03 00:00:00.000
Birgitte;Josefsen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (03-10-2006 - 02-10-2007);2006-10-03 00:00:00.000;2007-10-02 00:00:00.000
Birgitte;Josefsen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (02-10-2007 - 13-11-2007);2007-10-02 00:00:00.000;2007-11-13 00:00:00.000
Birgitte;Josefsen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (13-11-2007 - 07-10-2008);2007-11-13 00:00:00.000;2008-10-07 00:00:00.000
Birgitte;Josefsen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (07-10-2008 - 06-10-2009);2008-10-07 00:00:00.000;2009-10-06 00:00:00.000
Birgitte;Josefsen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (06-10-2009 - 05-10-2010);2009-10-06 00:00:00.000;2010-10-05 00:00:00.000
Birgitte;Josefsen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (05-10-2010 - 15-09-2011);2010-10-05 00:00:00.000;2011-09-15 00:00:00.000
Birgitte;Josefsen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (15-09-2011 - 04-10-2011);2011-09-15 00:00:00.000;2011-10-04 00:00:00.000
Birgitte;Josefsen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (04-10-2011 - 02-10-2012);2011-10-04 00:00:00.000;2012-10-02 00:00:00.000
Birgitte;Josefsen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (02-10-2012 - 01-10-2013);2012-10-02 00:00:00.000;2013-10-01 00:00:00.000
Birgitte;Josefsen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (01-10-2013 - 07-10-2014);2013-10-01 00:00:00.000;2014-10-07 12:00:00.000
Birgitte;Josefsen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (07-10-2014 - 18-06-2015);2014-10-07 00:00:00.000;2015-06-18 12:00:00.000
Birgitte;Møller;Det Radikale Venstre;Det Radikale Venstre (05-10-2004 - 08-02-2005);2005-01-13 00:00:00.000;2005-01-24 00:00:00.000
Birgitte;Oxdam;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (09-01-1975 - 07-10-1975);1975-01-09 00:00:00.000;1975-10-07 00:00:00.000
Birgitte;Oxdam;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (07-10-1975 - 05-10-1976);1975-10-07 00:00:00.000;1976-10-05 00:00:00.000
Birgitte;Oxdam;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (05-10-1976 - 15-02-1977);1976-10-05 00:00:00.000;1977-02-15 00:00:00.000
Birgitte;Vind;Socialdemokratiet;Socialdemokratiet (05-06-2019 - 01-10-2019);2019-06-05 00:00:00.000;2019-10-01 12:00:00.000
Birgitte;Vind;Socialdemokratiet;Socialdemokratiet (01-10-2019 - 06-10-2020);2019-10-01 00:00:00.000;2020-10-06 12:00:00.000
Birgitte;Vind;Socialdemokratiet;Socialdemokratiet (06-10-2020 - 05-10-2021);2020-10-06 00:00:00.000;2021-10-05 12:00:00.000
Birgitte;Vind;Socialdemokratiet;Socialdemokratiet (05-10-2021 - 04-10-2022);2021-10-05 00:00:00.000;2022-10-04 12:00:00.000
Birte;Dernert;Socialdemokratiet;Socialdemokratiet (02-10-1973 - 04-12-1973);1973-10-02 00:00:00.000;1973-12-04 00:00:00.000
Birte;Kjærum;Det Radikale Venstre;Det Radikale Venstre (05-10-1976 - 15-02-1977);1976-10-05 00:00:00.000;1977-02-15 00:00:00.000
Birte;Skot-Hansen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (23-10-1979 - 07-10-1980);1979-10-23 00:00:00.000;1980-10-07 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (21-09-1971 - 05-10-1971);1971-09-21 00:00:00.000;1971-10-05 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (05-10-1971 - 03-10-1972);1971-10-05 00:00:00.000;1972-10-03 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (03-10-1972 - 02-10-1973);1972-10-03 00:00:00.000;1973-10-02 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (02-10-1973 - 04-12-1973);1973-10-02 00:00:00.000;1973-12-04 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (09-01-1975 - 07-10-1975);1975-01-09 00:00:00.000;1975-10-07 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (07-10-1975 - 05-10-1976);1975-10-07 00:00:00.000;1976-10-05 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (05-10-1976 - 15-02-1977);1976-10-05 00:00:00.000;1977-02-15 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (15-02-1977 - 04-10-1977);1977-02-15 00:00:00.000;1977-10-04 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (04-10-1977 - 03-10-1978);1977-10-04 00:00:00.000;1978-10-03 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (03-10-1978 - 02-10-1979);1978-10-03 00:00:00.000;1979-10-02 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (02-10-1979 - 23-10-1979);1979-10-02 00:00:00.000;1979-10-23 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (23-10-1979 - 07-10-1980);1979-10-23 00:00:00.000;1980-10-07 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (07-10-1980 - 06-10-1981);1980-10-07 00:00:00.000;1981-10-06 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (06-10-1981 - 08-12-1981);1981-10-06 00:00:00.000;1981-12-08 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (08-12-1981 - 05-10-1982);1981-12-08 00:00:00.000;1982-10-05 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (05-10-1982 - 04-10-1983);1982-10-05 00:00:00.000;1983-10-04 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (04-10-1983 - 10-01-1984);1983-10-04 00:00:00.000;1984-01-10 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (08-09-1987 - 06-10-1987);1987-09-08 00:00:00.000;1987-10-06 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (06-10-1987 - 10-05-1988);1987-10-06 00:00:00.000;1988-05-10 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (10-05-1988 - 04-10-1988);1988-05-10 00:00:00.000;1988-10-04 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (04-10-1988 - 03-10-1989);1988-10-04 00:00:00.000;1989-10-03 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (03-10-1989 - 02-10-1990);1989-10-03 00:00:00.000;1990-10-02 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (02-10-1990 - 12-12-1990);1990-10-02 00:00:00.000;1990-12-12 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (12-12-1990 - 01-10-1991);1990-12-12 00:00:00.000;1991-10-01 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (01-10-1991 - 06-10-1992);1991-10-01 00:00:00.000;1992-10-06 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (06-10-1992 - 05-10-1993);1992-10-06 00:00:00.000;1993-10-05 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (05-10-1993 - 21-09-1994);1993-10-05 00:00:00.000;1994-09-21 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (21-09-1994 - 04-10-1994);1994-09-21 00:00:00.000;1994-10-04 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (04-10-1994 - 03-10-1995);1994-10-04 00:00:00.000;1995-10-03 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (03-10-1995 - 01-10-1996);1995-10-03 00:00:00.000;1996-10-01 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (01-10-1996 - 07-10-1997);1996-10-01 00:00:00.000;1997-10-07 12:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (07-10-1997 - 11-03-1998);1997-10-07 00:00:00.000;1998-03-11 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (11-03-1998 - 06-10-1998);1998-03-11 00:00:00.000;1998-10-06 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (06-10-1998 - 05-10-1999);1998-10-06 00:00:00.000;1999-10-05 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (05-10-1999 - 03-10-2000);1999-10-05 00:00:00.000;2000-10-03 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (03-10-2000 - 02-10-2001);2000-10-03 00:00:00.000;2001-10-02 00:00:00.000
Birte;Weiss;Socialdemokratiet;Socialdemokratiet (02-10-2001 - 20-11-2001);2001-10-02 00:00:00.000;2001-11-20 00:00:00.000
Birte Lau;Pedersen;Socialistisk Folkeparti;Socialistisk Folkeparti (02-10-1990 - 12-12-1990);1990-10-02 00:00:00.000;1990-12-12 00:00:00.000
Birte Nyby;Krag-Sørensen;Centrum-demokraterne;Centrum-demokraterne (08-12-1981 - 05-10-1982);1981-12-08 00:00:00.000;1982-10-05 00:00:00.000
Birte Nyby;Krag-Sørensen;Centrum-demokraterne;Centrum-demokraterne (05-10-1982 - 04-10-1983);1982-10-05 00:00:00.000;1983-10-04 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (08-12-1981 - 05-10-1982);1981-12-08 00:00:00.000;1982-10-05 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (05-10-1982 - 04-10-1983);1982-10-05 00:00:00.000;1983-10-04 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (04-10-1983 - 10-01-1984);1983-10-04 00:00:00.000;1984-01-10 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (10-01-1984 - 02-10-1984);1984-01-10 00:00:00.000;1984-10-02 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (02-10-1984 - 01-10-1985);1984-10-02 00:00:00.000;1985-10-01 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (01-10-1985 - 07-10-1986);1985-10-01 00:00:00.000;1986-10-07 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (07-10-1986 - 08-09-1987);1986-10-07 00:00:00.000;1987-09-08 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (08-09-1987 - 06-10-1987);1987-09-08 00:00:00.000;1987-10-06 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (06-10-1987 - 10-05-1988);1987-10-06 00:00:00.000;1988-05-10 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (10-05-1988 - 04-10-1988);1988-05-10 00:00:00.000;1988-10-04 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (04-10-1988 - 03-10-1989);1988-10-04 00:00:00.000;1989-10-03 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (03-10-1989 - 02-10-1990);1989-10-03 00:00:00.000;1990-10-02 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (02-10-1990 - 12-12-1990);1990-10-02 00:00:00.000;1990-12-12 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (12-12-1990 - 01-10-1991);1990-12-12 00:00:00.000;1991-10-01 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (01-10-1991 - 06-10-1992);1991-10-01 00:00:00.000;1992-10-06 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (06-10-1992 - 05-10-1993);1992-10-06 00:00:00.000;1993-10-05 00:00:00.000
Birthe;Hansen;Socialistisk Folkeparti;Socialistisk Folkeparti (05-10-1993 - 21-09-1994);1993-10-05 00:00:00.000;1994-09-21 00:00:00.000
Birthe;Juel-Jensen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (15-02-1977 - 04-10-1977);1977-02-15 00:00:00.000;1977-10-04 00:00:00.000
Birthe;Juel-Jensen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (04-10-1977 - 03-10-1978);1977-10-04 00:00:00.000;1978-10-03 00:00:00.000
Birthe;Juel-Jensen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (03-10-1978 - 02-10-1979);1978-10-03 00:00:00.000;1979-10-02 00:00:00.000
Birthe;Juel-Jensen;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (02-10-1979 - 23-10-1979);1979-10-02 00:00:00.000;1979-10-23 00:00:00.000
Birthe;Nielsen;Socialistisk Folkeparti;Socialistisk Folkeparti (23-10-1979 - 07-10-1980);1979-10-23 00:00:00.000;1980-10-07 00:00:00.000
Birthe;Nielsen;Socialistisk Folkeparti;Socialistisk Folkeparti (07-10-1980 - 06-10-1981);1980-10-07 00:00:00.000;1981-10-06 00:00:00.000
Birthe;Nielsen;Socialistisk Folkeparti;Socialistisk Folkeparti (06-10-1981 - 08-12-1981);1981-10-06 00:00:00.000;1981-12-08 00:00:00.000
Birthe;Nielsen;Socialistisk Folkeparti;Socialistisk Folkeparti (01-10-1985 - 07-10-1986);1985-10-01 00:00:00.000;1986-10-07 00:00:00.000
Birthe;Skaarup (udpeget af DF);Dansk Folkeparti;Dansk Folkeparti (11-03-1998 - 06-10-1998);1998-03-11 00:00:00.000;1998-10-06 00:00:00.000
Birthe;Skaarup (udpeget af DF);Dansk Folkeparti;Dansk Folkeparti (06-10-1998 - 05-10-1999);1998-10-06 00:00:00.000;1999-10-05 00:00:00.000
Birthe;Skaarup (udpeget af DF);Dansk Folkeparti;Dansk Folkeparti (05-10-1999 - 03-10-2000);1999-10-05 00:00:00.000;2000-10-03 00:00:00.000
Birthe;Skaarup (udpeget af DF);Dansk Folkeparti;Dansk Folkeparti (03-10-2000 - 02-10-2001);2000-10-03 00:00:00.000;2001-10-02 00:00:00.000
Birthe;Skaarup (udpeget af DF);Dansk Folkeparti;Dansk Folkeparti (02-10-2001 - 20-11-2001);2001-10-02 00:00:00.000;2001-11-20 00:00:00.000
Birthe;Skaarup (udpeget af DF);Dansk Folkeparti;Dansk Folkeparti (20-11-2001 - 01-10-2002);2001-11-20 00:00:00.000;2002-10-08 00:00:00.000
Birthe;Skaarup (udpeget af DF);Dansk Folkeparti;Dansk Folkeparti (01-10-2002 - 07-10-2003);2002-10-01 00:00:00.000;2003-10-07 00:00:00.000
Birthe;Skaarup (udpeget af DF);Dansk Folkeparti;Dansk Folkeparti (07-10-2003 - 05-10-2004);2003-10-07 00:00:00.000;2004-10-05 00:00:00.000
Birthe;Skaarup (udpeget af DF);Dansk Folkeparti;Dansk Folkeparti (05-10-2004 - 08-02-2005);2004-10-05 00:00:00.000;2005-02-08 00:00:00.000
Birthe;Skaarup (udpeget af DF);Dansk Folkeparti;Dansk Folkeparti (08-02-2005 - 04-10-2005);2005-02-08 00:00:00.000;2005-10-04 00:00:00.000
Birthe;Skaarup (udpeget af DF);Dansk Folkeparti;Dansk Folkeparti (04-10-2005 - 03-10-2006);2005-10-04 00:00:00.000;2006-10-03 00:00:00.000
Birthe;Skaarup (udpeget af DF);Dansk Folkeparti;Dansk Folkeparti (03-10-2006 - 02-10-2007);2006-10-03 00:00:00.000;2007-10-02 00:00:00.000
Birthe;Skaarup (udpeget af DF);Dansk Folkeparti;Dansk Folkeparti (02-10-2007 - 13-11-2007);2007-10-02 00:00:00.000;2007-11-13 00:00:00.000
Birthe;Wetlesen;De uafhængige;De uafhængige (03-10-1961 - 02-10-1962);1961-10-03 00:00:00.000;1962-10-02 00:00:00.000
Birthe;Wetlesen;De uafhængige;De uafhængige (02-10-1962 - 01-10-1963);1962-11-01 00:00:00.000;1963-10-01 00:00:00.000
Birthe;Wetlesen;De uafhængige;De uafhængige (01-10-1963 - 22-09-1964);1963-10-01 00:00:00.000;1964-09-22 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (10-01-1984 - 02-10-1984);1984-01-10 00:00:00.000;1984-10-02 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (02-10-1984 - 01-10-1985);1984-10-02 00:00:00.000;1985-10-01 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (01-10-1985 - 07-10-1986);1985-10-01 00:00:00.000;1986-10-07 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (07-10-1986 - 08-09-1987);1986-10-07 00:00:00.000;1987-09-08 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (12-12-1990 - 01-10-1991);1990-12-12 00:00:00.000;1991-10-01 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (01-10-1991 - 06-10-1992);1991-10-01 00:00:00.000;1992-10-06 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (06-10-1992 - 05-10-1993);1992-10-06 00:00:00.000;1993-10-05 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (05-10-1993 - 21-09-1994);1993-10-05 00:00:00.000;1994-09-21 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (21-09-1994 - 04-10-1994);1994-09-21 00:00:00.000;1994-10-04 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (04-10-1994 - 03-10-1995);1994-10-04 00:00:00.000;1995-10-03 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (03-10-1995 - 01-10-1996);1995-10-03 00:00:00.000;1996-10-01 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (01-10-1996 - 07-10-1997);1996-10-01 00:00:00.000;1997-10-07 12:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (07-10-1997 - 11-03-1998);1997-10-07 00:00:00.000;1998-03-11 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (11-03-1998 - 06-10-1998);1998-03-11 00:00:00.000;1998-10-06 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (06-10-1998 - 05-10-1999);1998-10-06 00:00:00.000;1999-10-05 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (05-10-1999 - 03-10-2000);1999-10-05 00:00:00.000;2000-10-03 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (03-10-2000 - 02-10-2001);2000-10-03 00:00:00.000;2001-10-02 00:00:00.000
Birthe Rønn;Hornbech;Venstre, Danmarks Liberale Parti;Venstre, Danmarks Liberale Parti (02-10-2001 - 20-11-2001);2001-10-02 00:00:00.000;2001-11-20 00:00:00.000
